id,host_location,host_response_time,host_response_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,street,neighborhood,city,suburb,state,zipcode,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,last_scraped_delta,host_since_delta,predicted_price
13676179,"Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,"Kew, VIC, Australia",Kew,Boroondara,Kew,VIC,3101.0,"Kew, Australia",AU,Australia,-37.80350576,145.0396147,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Wheelchair accessible"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance""}",150.0,10.0,1,0,2,1125,2 months ago,t,0,0,0,267,12/7/2018,37,7/21/2016,11/12/2017,94.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,1,1.28,2084,2980,117.16708146966614
20736990,"Victoria, Australia",within an hour,100%,t,"['email', 'phone', 'reviews']",t,f,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006.0,"Southbank, Australia",AU,Australia,-37.82277623,144.9624116,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Step-free access"",Other}",300.0,60.0,2,20,2,30,a week ago,t,8,20,33,268,12/7/2018,55,10/17/2017,12/3/2018,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,3.96,2084,3650,143.85445088288387
4755207,"Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'reviews', 'work_email']",t,f,"Coburg, VIC, Australia",Coburg,Moreland,Coburg,Victoria,3058.0,"Coburg, Australia",AU,Australia,-37.73845302,144.9805366,f,House,Entire home/apt,5,1.0,1.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector""}",500.0,100.0,5,0,3,1125,41 months ago,t,0,0,0,0,12/7/2018,5,2/11/2015,7/6/2015,92.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,1,0.11,2084,4042,140.3730596515518
11742366,"South Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,"South Melbourne, VIC, Australia",South Melbourne,Port Phillip,South Melbourne,VIC,3205.0,"South Melbourne, Australia",AU,Australia,-37.83868144,144.9500704,t,House,Entire home/apt,6,1.0,1.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",250.0,100.0,1,0,7,1125,14 months ago,t,0,0,0,0,12/7/2018,4,6/27/2016,9/3/2017,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.13,2084,3511,163.09023591053932
18826857,"Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Richmond , VIC, Australia",Richmond,Yarra,Richmond,VIC,3121.0,"Richmond , Australia",AU,Australia,-37.82907492,144.9900712,f,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Breakfast,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water""}",250.0,25.0,2,10,14,1125,10 months ago,t,0,0,0,0,12/7/2018,7,7/10/2017,2/17/2018,94.0,10.0,10.0,10.0,9.0,10.0,10.0,f,t,flexible,f,f,1,0.41,2084,3550,129.7213016012086
161033,Australia,within a few hours,80%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,f,"Chum Creek, VIC, Australia",Unknown,Yarra Ranges,Chum Creek,VIC,3777.0,"Chum Creek, Australia",AU,Australia,-37.6328188,145.4976618,t,Farm stay,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Free parking on premises"",Breakfast,Heating,Washer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",250.0,8.0,2,0,2,14,a week ago,t,16,27,57,332,12/7/2018,203,8/30/2011,11/24/2018,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,t,t,1,2.29,2084,4798,135.37563686634792
19507631,"Cairnlea, Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000.0,"Melbourne, Australia",AU,Australia,-37.81010689,144.9600916,t,Serviced apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",200.0,60.0,2,30,4,1125,a week ago,t,23,53,83,358,12/7/2018,4,9/25/2017,11/19/2018,75.0,9.0,7.0,10.0,9.0,10.0,7.0,f,t,moderate,f,f,10,0.27,2084,2614,149.49819795014477
9418603,SG,Unknown,Unknown,f,"['email', 'phone']",t,f,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006.0,"Southbank, Australia",AU,Australia,-37.82337871,144.9638497,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{""Smoke detector""}",250.0,59.0,1,0,1,1125,37 months ago,t,0,0,0,0,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.02,2084,3205,173.5580814338129
26998488,"Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Abbotsford, VIC, Australia",Abbotsford,Yarra,Abbotsford,VIC,3067.0,"Abbotsford, Australia",AU,Australia,-37.80945133,144.994678,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Breakfast,""Free street parking"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",0.0,0.0,1,15,1,1125,today,t,20,48,78,168,12/7/2018,7,9/1/2018,11/27/2018,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,moderate,f,f,16,2.14,2084,3892,84.44232482731742
30510420,"Melbourne, Victoria, Australia",within an hour,98%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006.0,"Southbank, Australia",AU,Australia,-37.82795066,144.9586577,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Smoke detector"",Essentials,Shampoo,""Private entrance""}",250.0,110.0,4,30,1,1125,today,t,19,47,77,343,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict_14_with_grace_period,f,f,50,1.02,2084,2557,196.96854798192433
25358778,AU,within an hour,100%,f,"['email', 'phone']",t,f,"Richmond, VIC, Australia",Richmond,Yarra,Richmond,VIC,3121.0,"Richmond, Australia",AU,Australia,-37.82357488,144.9996501,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Bedroom comforts"",""Bathroom essentials""}",1000.0,100.0,4,50,3,42,5 months ago,t,14,19,49,139,12/7/2018,2,8/5/2018,11/11/2018,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,1,0.48,2084,2866,220.38435407859492
14830103,Australia,within an hour,100%,f,"['email', 'phone', 'reviews', 'zhima_selfie']",t,f,"South Melbourne, VIC, Australia",Unknown,Port Phillip,South Melbourne,VIC,3205.0,"South Melbourne, Australia",AU,Australia,-37.83339733,144.9677929,f,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Host greets you"",""Roll-in shower""}",250.0,50.0,1,0,7,120,2 weeks ago,t,12,34,64,339,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,1.02,2084,2913,97.07575383228036
10545798,"Victoria, Australia",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,f,"Burnley, VIC, Australia",Burnley,Yarra,Burnley,VIC,3121.0,"Burnley, Australia",AU,Australia,-37.8307406,145.0103979,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",Stove,""Long term stays allowed""}",0.0,110.0,4,0,2,1125,today,t,13,13,13,13,12/7/2018,48,3/10/2016,11/24/2018,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,strict_14_with_grace_period,f,f,20,1.44,2084,3361,142.61754821739217
11482676,AU,within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141.0,"South Yarra, Australia",AU,Australia,-37.83590202,144.9961744,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",250.0,99.0,1,0,2,60,yesterday,t,7,13,38,313,12/7/2018,28,3/30/2016,11/4/2018,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,2,0.85,2084,3952,149.69507684352055
16398901,"New South Wales, Australia",within an hour,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Docklands, VIC, Australia",Docklands,Melbourne,Docklands,VIC,3008.0,"Docklands, Australia",AU,Australia,-37.82093627,144.9408359,t,Apartment,Entire home/apt,6,1.0,1.0,5.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Step-free access""}",390.0,115.0,4,15,2,1125,today,t,21,48,78,176,12/7/2018,78,1/11/2017,12/1/2018,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,1,3.36,2084,2805,185.5685862685272
23438046,AU,within a day,100%,f,"['email', 'phone', 'work_email']",t,f,"Cheltenham, VIC, Australia",Unknown,Kingston,Cheltenham,VIC,3192.0,"Cheltenham, Australia",AU,Australia,-37.96682356,145.0579558,t,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Baby bath"",""High chair"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",500.0,185.0,8,30,3,1120,today,t,15,45,75,350,12/7/2018,3,3/14/2018,9/21/2018,70.0,6.0,9.0,10.0,8.0,9.0,8.0,f,f,moderate,f,f,2,0.33,2084,2372,246.9989117839628
29249593,AU,Unknown,Unknown,f,"['email', 'phone']",t,f,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000.0,"Melbourne, Australia",AU,Australia,-37.80769308,144.9595184,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Laptop friendly workspace"",""Private living room"",""Private entrance"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Single level home"",""Cleaning before checkout"",Beachfront}",300.0,80.0,1,0,1,1125,today,t,8,12,42,42,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,1.02,2084,3007,174.25255278805298
9680842,"Melbourne, Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141.0,"South Yarra, Australia",AU,Australia,-37.8465837,144.9941416,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",200.0,60.0,1,0,1,1125,today,t,17,17,17,171,12/7/2018,14,12/4/2015,7/29/2017,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,strict_14_with_grace_period,f,f,27,0.38,2084,4194,133.12102861382766
